title,main_image,ingred_name,ingred_amount,recipe_step,recipe_image,views,writer
양상추 요거트샐러드 만드는 방법,['https://recipe1.ezmember.co.kr/cache/recipe/2021/09/03/e0443c0ebaea38665a9835578db9527d1.jpg'],"['양상추', '베이컨', '양파', '요플레', '우유', '소금', '후추', '마요네즈', '레몬즙']","['1/2통', '6줄', '약간', '1개', '1/3요플레컵', '약간', '약간', '2큰술', '1큰술']","['양파 약간은 매운기를 제거하기 위해서 조리하기 30분전에 미리 찬물에 담가놓아주세요', '양상추의 경우 밑동이 아래로 향하게 한다음 바닥에 2,3번 내려치면 밑동만 따로 분리할 수 있어요. 이렇게 밑동을 분리해주고 양상추 1/2통만 사용해 줄거예요. 양상추는 미리 찬물에 담가놓았다가 깨끗이 행구어 체에 건져 물기를 털어주세요 \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n', '요플레는 85g이더라구요. 요플레를 전부 다 그릇에 옮겨 담아주세요 \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n', '요플레 컵에 우유를 1/3정도만 채워주세요. 그리고 마요네즈 2큰술, 레몬즙 1큰술, 후추 약간, 소금 약간을 넣어 잘 섞어주세요 \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n', '베이컨은 6줄을 꺼내서 먹기 좋은 크기로 썰어주고 아무것도 두르지 않은 팬에 노릇하게 살짝 바삭하게 익혀주세요 \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n', '찬물에 담가놓았던 양파는 건져서 물기를 제거해주고 잘게 다져줍니다', '양상추는 먹기 좋게 찢어서 그릇에 옮겨 담고 다진 양파도 위에 뿌려서 올려주세요 \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n', '볶아놓은 베이컨도 위에 뿌려 올려줍니다. 그리고 마지막으로 만들어놓은 소스를 골고루 뿌려주세요 \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n', '완성된 양상추 요거트 샐러드입니다']","['https://recipe1.ezmember.co.kr/cache/recipe/2021/09/03/1742a12732334d0ba276137af0304de71.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/03/36cc0165be5a72cc22501aef001a669d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/03/cb55eff527728d973a15b5745e4d50d91.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/03/4f1890f38c252f2843bda011daa790051.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/03/088740d0b88f447fcaa1462809f476651.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/03/2382535ae9a226bca2c44b81540330ca1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/03/243af1a2d846350fce847ff90462b61c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/03/0a660c876359cc34c8d571f07f4ed5a11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/03/dc17d3b73c727972fe2968dcef2b68a71.jpg']",354,
대패삼겹살 양상추 무침 샐러드??!!,['https://recipe1.ezmember.co.kr/cache/recipe/2021/08/17/a3a4534028b49d7eb56dc6172bc8daaf1.jpg'],"['대패삼겹살', '양상추', '마늘', '후추', '소금', '맛술', '스리라차소스', '참기름']","['250g', '200~250g', '5개', '', '', '1/4cup', '1/4cup', '']","['마늘을 얇게 슬라이스 해서 물에 한번 씻습니다.', '양상추를 적당한 크기로 자른 후 깨끗히 씻은 후 물기를 제거합니다.', '대패 삼겹살을 프라이팬에 겹치지 않게 펴놓습니다.', '소금, 후추, 슬라이스한 마늘, 맛술을 뿌립니다.', '4 위에 양상추를 담고 뚜껑을 닫은 후 가열합니다.', '수증기가 올라오면 불을 중불로 줄이고', '양상추의 숨이 살짝 죽으면 불을 끄고 대패 삼겹살과 양상추를 건져 냅니다.이 때 즙을 프라이팬에 잘 털어내고 건져냅니다.', '프라이팬의 남은 즙에 소바소스와 쓰리라차소스를 넣고 살짝 끓여줍니다.', '건져낸 삼겹살과 양상추에 8의 소스와 참기름을 넣고 잘 버무려줍니다.8의 소스의 간을 확인해주세요!!', '그릇에 담은 후 참깨를 뿌려줍니다.']","['https://recipe1.ezmember.co.kr/cache/recipe/2021/08/16/d3002376261879a4c6384f61e0a7a2941.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/16/bb02ee311db89efdc4cc18387a1db3851.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/16/fb8397ca6cabba88421cfe0b405a1ebc1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/16/8d59f38727f5f9f75fb1f4446a67b20b1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/16/0c84b33ad7848406ba361fb5549c66be1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/16/11d2c9f2f1f4131a3ffeba3c20615ff11.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/16/c287a3520d423e4b9fc4125f7369437f1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/16/368c3babbbb30d340f73327b31a4521d1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/16/a98178614dc3446ebb7660f70429fe801.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/16/2e1b5ce755fef2909c3131cfd00839901.png']",230,
딤섬맛의 간단한~ 양상추 왕만두 ~ 렌지7분,['https://recipe1.ezmember.co.kr/cache/recipe/2021/08/19/375c296035bcfc68d24303d9855a07c11.jpg'],"['소고기다짐육', '돼지고기다짐육', '부추', '대파', '당근', '달걀', '양상추', '간장', '요리술', '참기름', '굴소스', '다진마늘', '소금', '후추', '전분가루']","['100그램', '100그램', '50그램', '20그램', '20그램', '1개', '1통', '15ml', '15ml', '15ml', '15ml', '7.5ml', '1.25ml', '3번 흔들기', '30ml']","['갈은고기에 모두 양념하고 버무려 20분 재어주세요.\n\n부추를 많이 넣어서 좋았습니다 \n\n50그램이면 대략 엄지와 검지의 동그라미분량입니다', '양상추 씻지말고 그대로 밑둥을 베어내시고 안쪽 심도 도려내주세요 씻는건 뜨거운물로 데치고 씻습니다.', '양상추를 볼에 담아 팔팔끓는 물로 1리터를 바로 부어주세요 \n\n스푼으로 위아래 바꿔가면서 어느정도 부드러워진것 같으면 랲을 씌워서 2분 놓아주세요', '찬물에서 씻어서 꼭 짜주고 밑에 부분은 잘라주세요 \n\n그리고 아주 작은잎들과 밑둥을 손으로 꼭 짜주고 쫑쫑 썰어 만두소에 섞어주세요', '당근을 얇게 슬라이스쳐서 채쳐주세요 \n\n그리고 랲을 씌워서 1분 돌려주세요 렌지 500와트 입니다', '20분 지난 고기를 6등분으로 나누어주세요 \n\n양상추에 크게 올려 주시고 말아주세요', '6개로 크게 말아주시고 남는 잎사귀로 한번더 2중으로 말아주셔도 맛잇어요', '랲을 씌어서 7분 돌려주세요.\n\n고기양이 많어서 안심 안되시면 8분 돌려주셔도 괜챦슴니다.', '완성입니다.']","['https://recipe1.ezmember.co.kr/cache/recipe/2021/08/08/f36e49712947401d7eab776fefabc2891.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/08/553ffd83749293d48fe96675a948e2b21.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/08/a066487cb2238ff67d86e7c9a57bed581.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/08/8203cc77de19c01d2cb2eafbc1b704d01.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/08/c02319d2bfc0e9f63b76560ad5b49f541.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/08/b78d6379e0bcc1ac4dd191a8c628facf1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/08/54d3b7c4c6dda4a2fa5429ffaa5330fa1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/08/29d3c1fdb21d644510f91dfab6c863081.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/08/ccb8c872573cb593add3b7b83fd5dcbf1.jpg']",210,
과일 양상추샐러드 사라다소스 다이어트 식단만들기,['https://recipe1.ezmember.co.kr/cache/recipe/2021/06/24/ab74a4befa2f52e7d11844b930483c721.jpg'],"['양상추', '시금치', '오렌지', '꿀', '플레인요거트', '새싹', '파슬리가루']","['1/4통', '100g', '1개', '3스푼', '1개', '2t', '약간']","['양상추 샐러드 만드는방법 그냥 \n\n슥슥 뚝딱 만들어 내는 샐러드지요.', '우선 양상추와 시금치를 깨끗하게 세척해서\n\n물기를 제거해 주세요', '그리고 오렌지는 껍질을 까서 적당한 크기로 잘라서\n\n준비해 주세요.', '플레인요거트1개.새싹보리분말2t.파슬리가루 약간을 솔솔 뿌려 주세요.', '꿀3스푼도 넣어 주세요', '시금치랑 파슬리가루까지 올려 주면 완성\n\n신선한 샐러드 만들기 어렵지 않아요.']","['https://recipe1.ezmember.co.kr/cache/recipe/2021/06/24/9c426b81a0cd2e865de154978a22472d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/06/24/1f8db49c86eef1989dbd6f4c0fd6c5821.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/06/24/17877e32a2d3727091b271e2df6d34711.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/06/24/58a0449404faedd556e3a3451c6d2ca21.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/06/24/98d04b16687e1160bc9a5d5bb0762fff1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/06/24/6184cfc8995897ab305b8bc5a49969531.jpg']",1111,
양상추 볶음밥,['https://recipe1.ezmember.co.kr/cache/recipe/2021/05/20/a41b8cb23295fe23dd22c5e8b4b2105c1.jpg'],"['양상추', '파프리카', '다진마늘', '닭가슴살', '밥', '연두', '페페론치노', '식용유']","['1줌', '1/2개', '1스푼', '1개', '약간', '1~2큰술', '4~5알', '적당히']","['파프리카를 썬다', '팬에 식용유 적당히 둘러 \n\n다진마늘 1스푼 넣고', '고소하게 마늘향이 올라오면\n\n파프리카,', '닭가슴살 투하시키고 \n\n어느정도 볶다가\n\n페페론치노 4~5알 빻아넣고', '밥 약간, 양상추 넣은 뒤', '연두 1~2큰술 넣고 30초정도 볶아주면 완성']","['https://recipe1.ezmember.co.kr/cache/recipe/2021/05/20/ff3f3528e3b36d5b33616660849d27bf1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/05/20/1ea6cf574419a6e8648ab867f87b2a951.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/05/20/7c1bf55b9c1a811f6dbd4e8d1ffbb2461.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/05/20/786e90a816b38a84bbbd517ccccad4881.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/05/20/d09d9fd9bd967b7693827d6ef596adc61.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/05/20/30704d0f138a13d7ad55f0b855bae0871.jpg']",634,
양상추 샐러드 드레싱 만드는법 아이들간식 만들기,['https://recipe1.ezmember.co.kr/cache/recipe/2021/02/22/2f28013f742a7eb5fb402b75042d25ce1.jpg'],"['양상추', '귤', '딸기', '견과류', '보리가루']","['4잎', '1개', '4개', '1움큼', '1t']","['아이들도 아주 달지 않게 플레인 요거트나 시판용 드레싱 소스를 넣어서\n\n만들어 주고 있어요.', '좋아하는 과일을 넣어 주세요.', '그리고 고소한 견과류도 넣어 주세요.', '그리고 시판 드레싱 소스도 올려 주세요.', '그럼 간단하게 한끼로도 간단한 샐러드 완성', '아이들 간식으로도 아침식사 대용으로도 좋아요.']","['https://recipe1.ezmember.co.kr/cache/recipe/2021/02/22/b25a51d4468439c4dceff2ddc53fcf0a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/02/22/81d79bc0d3067113031ba495336602761.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/02/22/2432b0d32902f0b0612f93dc9f622d841.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/02/22/4e2f2ea91d92e02b217c002c96930b601.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/02/22/8e06f6c08f6493fc411a7531d41d1bde1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/02/22/17b15e322c6177b82b4f5fb746fc360a1.jpg']",1925,
양상추 샐러드 & 드레싱 만들기,['https://recipe1.ezmember.co.kr/cache/recipe/2021/02/02/b3751f5e357f243fcacba4e92dde80eb1.jpg'],"['양상추', '베이컨', '스트링치즈', '파르메산치즈', '마요네즈', '플레인요거트', '설탕', '레몬즙', '소금']","['1/4통', '2장', '1개', '약간', '1큰술', '1개', '1작은술', '1작은술', '약간']","['설탕, 레몬즙, 마요네즈, 플레인요거트, 소금을 넣어 드레싱을 만들어줍니다.설탕1작은술, 레몬즙1작은술, 마요네즈1큰술, 플레인요거트1개, 소금 약간', '기름을 두르지 않은 달군 팬에 베이컨을 잘게 썰어 구워줍니다.베이컨2장팬약불', '양상추는 깨끗히 씻은 후 물기를 털어내고 먹기 좋게 잘라줍니다.양상추1/4통', '키친타월에 기름을 뺀 베이컨을 양상추 위에 올려줍니다.키친타월', '스트링치즈를 먹기 좋은 크기로 잘라 얹어줍니다.스트링치즈1개', '파르메산치즈가루를 뿌려줍니다.파르메산치즈가루 취향껏', '드레싱을 뿌려 먹습니다.']","['https://recipe1.ezmember.co.kr/cache/recipe/2021/02/02/0adf4c9ff866bc34db39ba85b4b753cf1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/02/02/476e8e5b2be27bb7ffab1f2fb4dc10ab1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/02/02/ac56180d60404e9a70699e9c663f46fd1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/02/02/d6b9fbb9f99423f1286d9d9b979d41811.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/02/02/b64b124b269811055d78510c23e77fe61.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/02/02/3eb63bc7fb97b4740baceea223e12eaf1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/02/02/66a184c624b7c1173b7668cdf496d2dd1.jpg']",2532,
다이어트식인 빵 대신 양상추를 사용해서 만드는 샌드위치인 [양상추샌드위치] 입니다. ,['https://recipe1.ezmember.co.kr/cache/recipe/2021/01/25/ef268c226b302550d0475a0eaccbef8e1.jpg'],"['양상추', '사과', '토마토', '당근', '삶은달걀', '치즈']","['10잎', '1/2개', '2개', '1/2개', '2개', '2장']","['양상추 10잎, 사과 반개, 토마토 2개, 당근 반개, 치즈 2장, 삶은달걀 2개, 남은 족발은 준비합니다~!!\n\n양상추 10잎 빼고는 샌드위치 속 들어가게끔 채쳐서 준비해 둡니다~!!양상추 10잎, 사과 반개, 토마토 2개, 당근 반개, 치즈 2장, 삶은달걀 2개, 남은 족발.샌드위치 속은 야채 어떤걸 넣어도 다 괜찮아요~!!\n\n집에 있는 야채들 채쳐서 넣어주면 됩니다~!!', '크린랩을 깔고 그 위에 양상추 5잎을 깔아주고,양상추 5잎.', '양상추 위에 당근 반개를 채쳐서 넣고,당근 반개.', '사과 반개 채쳐서 넣고,사과 반개.', '삶은 달걀 2개도 잘게 잘라서 넣고,삶은 달걀 2개.', '토마토 2개도 슬라이스 잘라서 넣고,토마토 2개.', '남은 족발 조금 넣고,남은 족발 조금.저는 집에 먹다 남은 족발이 있어 넣었는데, 족발 말고 닭가슴살이나 삼겹살 목살이나 소고기 등등 어떠한 고기를 넣어도 맛있어요!! ', '치즈 2장은 반 잘라서 넣고,체다치즈 2장. ', '양상추 5잎을 덮어줍니다~!!양상추 5잎.', '김밥 말듯이 돌돌 말아서 랩으로 싸주고,끝에 잘 꼬아주세요~!! 안그러면 터져요~ㅎㅎ 랩대신 은박지 사용해도 괜찮습니다~!! ', '반으로 컷팅하면 됩니다~!!', '양상추 샌드위치 완성된 모습 입니다~!!']","['https://recipe1.ezmember.co.kr/cache/recipe/2021/01/25/0b2b77d3c7e712df1f492137231cd4801.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/25/974e191192aaf7ff0060c12af6eee7521.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/25/9b503289afb8d253bd4eb7dd077835ea1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/25/dc1fa074e319ef78d92af22f4457e72a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/25/f4f9ed62c7ce706f4abc63ae2404825d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/25/dc90e4ee4ce4f6dcd565e18cf6ff4e6e1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/25/6e7df218c8ee912be5c48c3f9d674d5b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/25/5806d5c1629ba12b9d31bfffc8d9b8f11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/25/34d9fe6d1394ba793d65161020ef852f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/25/17f3eaa3be48ebb3d0f6798222d63bc41.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/25/5c2a92592d03c1467bac1aa6479dd6361.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/25/c3508da3dfb29c70a236796262ed26761.jpg']",3849,
양상추요리~ 양상추소고기쌈밥,['https://recipe1.ezmember.co.kr/cache/recipe/2021/01/23/801025d2288442aee0f7be71e9aa80bf1.jpg'],"['양상추', '양파', '피망', '참깨', '참기름', '소금', '다진소고기', '간장', '설탕', '생강술', '다진마늘', '대파', '올리고당', '참기름', '통깨', '후춧가루']","['1/4통', '1/4개', '1/4개', '약간', '1작은술', '약간', '200g', '2큰술', '1큰술', '1큰술', '1큰술', '1/4대', '1큰술', '1작은술', '1작은술', '약간']","['다진 소고기에 통깨, 설탕, 생강술, 참기름, 간장, 올리고당, 다진 파, 다진 마늘, 후춧가루를 넣어 버무려줍니다.다진소고기200g, 통깨1작은술, 설탕1큰술, 생강술1큰술, 참기름1작은술, 간장2큰술, 올리고당1큰술, 대파1/4대, 다진마늘1큰술, 후춧가루 약간', '달군 팬에 양념한 소고기를 넣어 볶아줍니다.팬중불', '소고기가 반쯤 익으면 다진 양파와 피망을 넣어 볶아줍니다.양파1/4개, 피망1/4개', '뜨거운 밥에 참기름, 소금, 통깨를 넣어 섞어줍니다.보리밥2공기, 참기름1작은술, 소금 약간, 통깨1작은술', '밥을 둥글게 뭉친 뒤 엄지손가락으로 가운데를 움푹 들어가게 해줍니다.', '깨끗히 씻은 양상추를 먹기 좋은 크기로 만든 후 빚은 밥을 올려줍니다.양상추1/4통', '만들어놓은 소고기볶음을 밥 위에 올려줍니다.']","['https://recipe1.ezmember.co.kr/cache/recipe/2021/01/23/95e199cc7f87a87f2626a64223b051cf1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/23/828d61d0ce90fb3d6ed142aa214caf941.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/23/36529ceafec324a4d90789e8953c3e261.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/23/6bc11701d7c57ffd75778048f8780eef1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/23/d17cdf3ce67b6b3e964c333a0be469191.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/23/af2e8a6f655303740930ad0a5ac25f851.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/23/fee67b03cad59d9facac1e701434a20b1.jpg']",1297,
HACCP 새우치즈단호박리조또,['https://recipe1.ezmember.co.kr/cache/recipe/2021/10/05/4e4483facf925b1adf7a064c19c8c6fe1.jpg'],"['찬밥', '새우살', '대게살', '브로콜리', '양파', '고구마', '단호박', '양송이', '노랑', '우유', '치즈', '육수', '버터']","['450g', '40g', '30g', '12g', '30g', '50g', '110g', '24g', '30g', '200ml', '1-2장', '250ml', '10g']","['재료준비!!', 'haccp마크가 있는지 꼼꼼히 확인하기', '물 600ml에 haccp인증받은 제품인 ""빅마마씨푸드 야채해물다시팩""을 넣고 10분 끓여둔다', '단호박,고구마,브로콜리는 찜기에 30분 찌고', '육수 50ml을 넣고 곱게 갈아준다', '양파,양송이,파프리카를 다진 후', '버터 10g을 넣고 볶아준다', '야채가 익어가면 haccp인증 제품인 ""윈윈동수산 내장뺀다진새우살""과 대게살을 넣어준 후', '육수200ml넣고 끓여준다', 'haccp인증 마크가 있는 ""상하목장 유기농우유저지방"" 200ml와 ""매일 유기농첫치즈"" 1장을 넣고 약불에서 걸죽해질때까지 조린다', '찬밥 450g을 넣고 섞어준다', '완성!!']","['https://recipe1.ezmember.co.kr/cache/recipe/2021/10/05/29528c307d90cf29303046e364a0e7941.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/05/653089c0279194b48b8abd55bd60b0691.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/05/fd5ad818e0a78386785b310bc11e05c51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/05/f0ef66e6588e1e407b4e50fdac4111ef1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/05/79794a5a0d5afc95e45ef88ab19948bd1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/05/186b879c01c6a76365cd920f9cb0f88e1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/05/9782c1c138237532a06b323e4fecce7f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/05/eeb8f698d82811ef9a95bd26f591c7981.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/05/9e6ec24141bf1988c2158ff5872364b01.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/05/d0133eebab1af8f08d65f4cb2b8bf3cc1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/05/9c3f8c65db5b52f4065e455472a49a631.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/05/b1f0bee5429cbbc4999e7a413fa3b3431.jpg']",379,
